ID,Sentence A,Sentence B
267,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
268,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
269,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
270,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
271,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
272,언제든지 자율 주행 시스템의 제어권을 수동으로 가져올 준비가 되어있어야 한다고 생각합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
273,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.
274,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
275,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
276,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
277,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
278,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
279,자율 주행 시스템은 각종 위험에 대해 보수적으로 작동하기 때문에 모든 경고를 심각하게 받아들일 필요는 없습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
280,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다."
281,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
282,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
283,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
284,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
285,사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
286,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다.",제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.
287,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다.",나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
288,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다.",자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
289,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다.",자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
290,"만약 차량 제어권 요청이 들어왔을 때, 내가 개입하지 않으면 자율 주행 시스템이 알아서 대응할 것이라고 믿습니다.",나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
291,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.
292,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
293,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
294,제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
295,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.
296,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
297,나는 자율 주행 시스템의 한계를 이해하고 응급 상황에서의 절차를 이해하기 위해 상세한 훈련에 참여하길 원합니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
298,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.
299,자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
300,자율 주행 차량을 운전할 때 빨간 불을 지나치는 것은 괜찮습니다.,나는 노란 불에도 자율 주행 시스템이 운전을 지속하기를 원합니다.
